Date,SPX,NDX,SP400,SX5E,CAC,KOSPI,HSCE,EUR,JPY,GBP,CHF,AUD,NZD,SEK,NOK,CAD,BRL,MXN,ZAR,CZK
7/9/2024,5576.98,20453.024,2887.47,4903.62,7508.66,395.79,6275.64,1.0812,161.31,1.2783,0.8977,0.674,0.6123,10.5554,10.5445,1.3634,5.4222,17.918,18.1188,23.353
7/10/2024,5633.91,20675.379,2922.47,4958.86,7573.55,395.6,6251.18,1.083,161.67,1.2845,0.8994,0.6747,0.6081,10.5404,10.6971,1.3618,5.4144,17.8156,18.1154,23.434
7/11/2024,5584.54,20211.36,2993.96,4976.13,7627.13,398.52,6371.78,1.0865,158.8,1.2909,0.8963,0.6759,0.6093,10.4964,10.7077,1.3632,5.4381,17.766,18.0111,23.329
7/12/2024,5615.35,20331.494,3020.71,5043.02,7724.32,392.29,6532.63,1.0906,157.89,1.2992,0.894,0.6783,0.6117,10.4921,10.7279,1.3631,5.4285,17.606,17.985,23.206
7/15/2024,5631.22,20386.877,3039.16,4983.11,7632.71,393.84,6421.67,1.0894,158.01,1.2966,0.8956,0.6759,0.6073,10.5934,10.8136,1.3682,5.4448,17.725,18.1877,23.28
7/16/2024,5667.2,20398.624,3115.02,4947.83,7580.03,395.31,6316.53,1.0897,158.34,1.2965,0.8934,0.6733,0.6046,10.5917,10.7869,1.3671,5.4286,17.662,18.0789,23.212
7/17/2024,5588.27,19799.143,3070.37,4891.46,7570.81,391.55,6297.49,1.0937,156.16,1.3008,0.8832,0.6727,0.6072,10.5335,10.7201,1.3682,5.4821,17.692,18.2047,23.098
7/18/2024,5544.59,19705.094,3036.85,4870.12,7586.55,389,6306.8,1.0896,157.37,1.2941,0.8875,0.6705,0.6044,10.5768,10.805,1.3704,5.546,17.948,18.253,23.168
7/19/2024,5505,19522.62,3015.30,4827.24,7534.52,383.89,6165.04,1.0877,157.49,1.2919,0.889,0.6682,0.6009,10.6789,10.9225,1.3732,5.5952,18.035,18.2698,23.145
7/22/2024,5564.41,19822.865,3052.57,4897.44,7622.02,379.84,6253.94,1.0889,157,1.2932,0.8895,0.6642,0.5978,10.7168,10.9366,1.3751,5.5779,17.925,18.252,23.166
7/23/2024,5555.74,19754.337,3058.68,4916.8,7598.63,381.65,6194.69,1.0851,155.58,1.2905,0.891,0.6614,0.5958,10.7607,11.0077,1.3781,5.5846,18.1397,18.379,23.373
7/24/2024,5427.13,19032.388,2998.48,4861.87,7513.73,378.66,6142.32,1.0839,153.87,1.2906,0.8851,0.6581,0.593,10.7772,11.0265,1.3807,5.6536,18.354,18.3564,23.426
7/25/2024,5399.22,18830.585,3025.55,4811.28,7427.02,371.26,6016.51,1.0844,153.93,1.2851,0.8815,0.6538,0.5886,10.8245,11.0299,1.3824,5.6442,18.4475,18.3453,23.379
7/26/2024,5459.1,19023.656,3074.96,4862.5,7517.68,374.2,6010.64,1.0857,153.72,1.2872,0.8836,0.6548,0.5895,10.8099,11.0046,1.3833,5.6557,18.45,18.3078,23.322
7/29/2024,5463.54,19059.487,3069.72,4815.39,7443.84,378.73,6080.56,1.0819,154.01,1.2859,0.8859,0.6548,0.5874,10.8232,11.0035,1.3851,5.6159,18.6271,18.4437,23.461
7/30/2024,5436.44,18796.273,3079.81,4841,7474.94,374.87,5986.69,1.0815,152.76,1.2834,0.8825,0.6537,0.5903,10.759,10.9518,1.3847,5.6121,18.751,18.3283,23.487
7/31/2024,5522.3,19362.428,3098.13,4872.94,7531.49,380.49,6107.16,1.0825,149.98,1.2856,0.8779,0.654,0.5948,10.6774,10.8894,1.3808,5.65,18.6,18.1976,23.459
8/1/2024,5446.68,18890.386,3033.05,4765.72,7370.45,380.54,6086.4,1.0791,149.36,1.2739,0.8728,0.6498,0.5946,10.7188,10.9466,1.3873,5.7483,18.845,18.2688,23.443
8/2/2024,5346.56,18440.845,2948.01,4638.7,7251.8,365.17,5974.85,1.0908,146.54,1.2798,0.8575,0.6509,0.5957,10.557,10.9267,1.3872,5.7273,19.162,18.2747,23.209
8/5/2024,5186.33,17895.155,2868.13,4571.6,7148.99,331.86,5876.64,1.0952,144.17,1.2773,0.8523,0.6495,0.594,10.5473,11.0156,1.3823,5.7238,19.332,18.5207,23.069
8/6/2024,5240.03,18077.918,2897.03,4575.22,7130.04,341.73,5852.61,1.093,144.3,1.2689,0.8513,0.6518,0.5953,10.5204,10.9071,1.3785,5.6623,19.564,18.4942,23.122
8/7/2024,5199.5,17867.366,2873.46,4668.06,7266.01,349.09,5933.17,1.0921,146.69,1.2691,0.8616,0.6517,0.5994,10.4841,10.7968,1.3758,5.6341,19.267,18.3872,23.113
8/8/2024,5319.31,18413.817,2936.40,4668.74,7247.45,346.7,5941.47,1.0918,147.28,1.2747,0.8664,0.6592,0.6013,10.5104,10.8327,1.3728,5.5493,18.86,18.357,23.122
8/9/2024,5344.16,18513.104,2935.55,4675.28,7269.71,351.52,6017.85,1.0916,146.61,1.2759,0.8652,0.6572,0.5998,10.5099,10.7913,1.3729,5.5064,18.824,18.3101,23.117
8/12/2024,5344.39,18542.026,2916.03,4671.88,7250.67,355.61,6029.66,1.0931,147.19,1.2764,0.8651,0.6585,0.6017,10.5101,10.8033,1.3741,5.4974,19.059,18.2445,23.011
8/13/2024,5434.43,19006.433,2954.65,4694.92,7275.87,357.02,6049.41,1.0992,146.82,1.2857,0.8647,0.6631,0.6077,10.451,10.7258,1.3704,5.4538,18.997,18.0968,22.887
8/14/2024,5455.21,19022.675,2953.52,4727.6,7333.36,360.39,6025.16,1.1012,147.31,1.2825,0.8651,0.6596,0.5996,10.4647,10.7114,1.3714,5.473,18.78,18.0633,22.802
8/15/2024,5543.22,19490.146,3009.12,4807.77,7423.37,360.39,6035.27,1.0971,149.27,1.2851,0.8726,0.6612,0.5983,10.5326,10.7421,1.3728,5.4827,18.6372,17.9933,22.979
8/16/2024,5554.25,19508.524,3011.38,4840.52,7449.7,369.11,6161.9,1.1028,147.58,1.2944,0.866,0.6666,0.6052,10.4269,10.66,1.3676,5.4753,18.632,17.8525,22.829
8/19/2024,5608.25,19766.485,3038.84,4871.41,7502.01,365.52,6225.86,1.1085,146.57,1.2988,0.8627,0.6728,0.6113,10.3075,10.546,1.3634,5.4121,18.656,17.6994,22.678
8/20/2024,5597.12,19719.821,3011.70,4857.58,7485.73,368.99,6195.58,1.113,145.25,1.3029,0.854,0.6741,0.6152,10.1864,10.4853,1.3618,5.478,18.982,17.7936,22.574
8/21/2024,5620.85,19824.839,3050.74,4885.28,7524.72,368.22,6141.78,1.115,145.26,1.3092,0.8517,0.6742,0.6156,10.1825,10.5037,1.3595,5.4858,19.27,17.8293,22.464
8/22/2024,5570.64,19491.835,3030.07,4885,7524.11,369.1,6224.24,1.1112,146.26,1.3088,0.852,0.6704,0.6135,10.2346,10.5955,1.3615,5.5834,19.516,18.0003,22.558
8/23/2024,5634.61,19720.868,3096.25,4909.2,7577.04,367.91,6219.24,1.119,144.37,1.3209,0.8479,0.6792,0.6232,10.1636,10.453,1.3507,5.4863,19.094,17.7125,22.357
8/26/2024,5616.84,19516.437,3085.56,4896.69,7590.37,366.31,6278.63,1.1161,144.52,1.319,0.8472,0.6771,0.6204,10.213,10.5295,1.3487,5.495,19.395,17.7169,22.41
8/27/2024,5625.8,19581.523,3075.16,4898.78,7565.78,364.56,6306.36,1.1184,143.95,1.3255,0.8415,0.6792,0.625,10.1492,10.4588,1.344,5.5082,19.75,17.7243,22.359
8/28/2024,5592.18,19350.781,3059.57,4913.03,7577.67,365.28,6225.99,1.112,144.57,1.319,0.8422,0.6785,0.6244,10.1832,10.4951,1.348,5.5644,19.6412,17.809,22.522
8/29/2024,5591.96,19325.454,3068.98,4966.27,7640.95,360.1,6247.13,1.1077,144.98,1.3168,0.8472,0.6797,0.6257,10.2239,10.4989,1.3483,5.6266,19.835,17.7433,22.588
8/30/2024,5648.4,19574.64,3091.52,4957.98,7630.95,361.55,6331.14,1.1047,146.16,1.3126,0.8498,0.6764,0.6249,10.2629,10.5944,1.3493,5.6103,19.71,17.8217,22.648
9/2/2024,5648.4,19574.64,3091.52,4973.07,7646.42,362.09,6211.61,1.1071,146.9,1.3149,0.8515,0.679,0.623,10.2479,10.582,1.3491,5.6177,19.812,17.8252,22.594
9/3/2024,5528.93,18958.735,3011.81,4912.52,7575.1,358.8,6203.55,1.1043,145.47,1.3111,0.8503,0.6709,0.6183,10.2942,10.6776,1.355,5.6454,19.7836,17.9731,22.695
9/4/2024,5520.07,18921.396,3002.61,4848.18,7500.97,346.66,6133.98,1.1082,143.73,1.3142,0.8464,0.6724,0.6198,10.2714,10.6036,1.3506,5.6399,19.925,17.8539,22.575
9/5/2024,5503.41,18930.33,2980.86,4815.15,7431.96,345.92,6105.54,1.111,143.44,1.3175,0.844,0.674,0.6222,10.2432,10.6102,1.3503,5.5741,19.861,17.705,22.516
9/6/2024,5408.42,18421.312,2939.41,4738.06,7352.3,342.37,6105.54,1.1083,142.27,1.3123,0.8428,0.667,0.6174,10.2908,10.7002,1.3571,5.599,19.969,17.8532,22.57
9/9/2024,5471.05,18660.78,2952.97,4778.66,7425.26,340.18,6002.91,1.1034,143.17,1.3072,0.8493,0.666,0.6143,10.3692,10.8328,1.3556,5.5842,19.881,17.8576,22.683
9/10/2024,5495.52,18829.136,2947.79,4747.2,7407.55,338.48,6026.34,1.1019,142.43,1.3079,0.8469,0.6651,0.6148,10.3734,10.8407,1.361,5.6582,20.0945,17.9356,22.739
9/11/2024,5554.13,19237.304,2959.84,4763.58,7396.83,335.65,5982.55,1.1011,142.35,1.3043,0.852,0.6672,0.6136,10.3741,10.8517,1.3571,5.6618,19.786,17.8803,22.762
9/12/2024,5595.76,19423.069,2983.36,4814.08,7435.07,343.85,6017.53,1.1074,141.79,1.3123,0.851,0.6722,0.6182,10.2821,10.7119,1.358,5.6276,19.51,17.7673,22.659
9/13/2024,5626.02,19514.585,3034.34,4843.99,7465.25,343.69,6071.52,1.1076,140.82,1.3122,0.8489,0.6703,0.6156,10.2097,10.634,1.3585,5.564,19.187,17.7451,22.666
9/16/2024,5633.09,19423.064,3053.93,4827.63,7449.44,343.69,6090.16,1.1132,140.6,1.3216,0.8447,0.6751,0.62,10.1687,10.5865,1.3585,5.51,19.207,17.6102,22.579
9/17/2024,5634.58,19432.397,3070.30,4860.78,7487.42,343.69,6176.03,1.1113,142.4,1.316,0.8471,0.6755,0.6185,10.189,10.5945,1.3597,5.4825,19.092,17.5866,22.575
9/18/2024,5618.26,19344.494,3071.94,4835.3,7444.9,343.69,6176.03,1.1118,142.27,1.3212,0.8462,0.6763,0.6208,10.2057,10.5877,1.3604,5.4612,19.283,17.5315,22.521
9/19/2024,5713.64,19839.829,3124.92,4943.38,7615.41,343.28,6305.51,1.1161,142.62,1.3284,0.8477,0.6814,0.6237,10.1512,10.4814,1.3558,5.4263,19.3,17.4962,22.464
9/20/2024,5702.55,19791.489,3103.32,4871.54,7500.26,344.67,6381.5,1.1162,143.91,1.3321,0.8501,0.6806,0.6237,10.154,10.4632,1.3569,5.5103,19.404,17.4112,22.422
9/23/2024,5718.57,19852.198,3119.45,4885.57,7508.08,345.78,6389.08,1.1112,143.6,1.3346,0.8475,0.6838,0.6265,10.1914,10.4761,1.354,5.5364,19.415,17.335,22.605
9/24/2024,5732.93,19944.843,3118.94,4940.72,7604.01,349.61,6714.47,1.118,143.21,1.3412,0.8433,0.6891,0.6338,10.0956,10.3994,1.343,5.4547,19.306,17.2545,22.422
9/25/2024,5722.26,19972.608,3089.02,4916.89,7565.62,344.56,6765.6,1.1132,144.75,1.3323,0.8504,0.6822,0.6261,10.1682,10.5694,1.3483,5.4774,19.624,17.255,22.579
9/26/2024,5745.37,20115.538,3115.70,5032.59,7742.09,356.44,7086.7,1.1176,144.8,1.3415,0.8461,0.6895,0.6327,10.1145,10.5261,1.3464,5.4375,19.611,17.1542,22.479
9/27/2024,5738.17,20008.624,3119.24,5067.45,7791.79,353.93,7299.9,1.1163,142.19,1.3373,0.8405,0.6902,0.634,10.0882,10.4997,1.3512,5.4329,19.702,17.1046,22.497
9/30/2024,5762.48,20060.687,3121.94,5000.45,7635.75,344.76,7509.79,1.1134,143.62,1.337,0.8455,0.6913,0.6348,10.1554,10.5442,1.3524,5.4482,19.678,17.2574,22.628
10/1/2024,5708.75,19773.303,3094.70,4954.15,7574.07,344.76,7509.79,1.1067,143.56,1.3285,0.8465,0.6882,0.628,10.2499,10.6004,1.349,5.4368,19.605,17.3966,22.814
10/2/2024,5709.54,19802.585,3097.18,4963.29,7577.59,340.72,8041.27,1.1045,146.46,1.3267,0.8497,0.6884,0.6262,10.2612,10.5597,1.3501,5.4407,19.4,17.3314,22.918
10/3/2024,5699.94,19793.343,3088.21,4921.33,7477.78,340.72,7914.16,1.1031,146.92,1.3124,0.8529,0.6839,0.6212,10.3023,10.6012,1.3552,5.4759,19.34,17.4963,22.928
10/4/2024,5751.07,20035.017,3118.26,4954.94,7541.36,341.74,8156.5,1.0976,148.71,1.3116,0.858,0.6794,0.6158,10.3681,10.6354,1.3571,5.4555,19.257,17.4765,23.058
10/7/2024,5695.94,19800.74,3095.23,4969.71,7576.02,347.34,8330.85,1.0974,148.18,1.3083,0.8546,0.6757,0.6124,10.3423,10.6388,1.3616,5.49,19.27,17.3639,23.081
10/8/2024,5751.13,20107.777,3096.61,4949,7521.32,344.23,7483.67,1.098,148.19,1.3104,0.8568,0.6745,0.6138,10.3247,10.6875,1.3647,5.5349,19.331,17.543,23.03
10/9/2024,5792.04,20268.859,3117.60,4982.57,7560.09,344.23,7365.59,1.0939,149.29,1.307,0.8605,0.6717,0.6063,10.3946,10.7767,1.371,5.5941,19.49,17.6439,23.145
10/10/2024,5780.05,20241.761,3103.71,4970.34,7541.59,345.21,7620.74,1.0935,148.56,1.3058,0.8561,0.6739,0.6092,10.3744,10.7222,1.3739,5.5821,19.45,17.504,23.154
10/11/2024,5815.03,20271.974,3153.59,5003.92,7577.89,345.45,7620.74,1.0937,149.13,1.3066,0.857,0.675,0.6109,10.3569,10.6844,1.3762,5.6126,19.256,17.4076,23.103
10/14/2024,5859.85,20439.046,3172.67,5041.01,7602.06,349.74,7579.94,1.0909,149.75,1.3059,0.8625,0.6725,0.6094,10.416,10.7974,1.3795,5.5928,19.362,17.5524,23.136
10/15/2024,5815.26,20159.826,3164.12,4946.73,7521.97,351.07,7277.83,1.089,149.19,1.3072,0.8616,0.6702,0.6082,10.4016,10.7989,1.3774,5.6502,19.684,17.6248,23.145
10/16/2024,5842.47,20174.049,3193.12,4908.71,7492,347.26,7267.98,1.0861,149.62,1.299,0.8654,0.6666,0.6055,10.5019,10.9141,1.375,5.6652,19.85,17.6079,23.265
10/17/2024,5841.47,20190.424,3197.94,4947.3,7583.73,347.73,7179.44,1.0831,150.2,1.301,0.8657,0.6696,0.6059,10.5372,10.912,1.3794,5.6546,19.833,17.668,23.267
10/18/2024,5864.67,20324.042,3198.22,4986.27,7613.05,345.42,7471.95,1.0866,149.52,1.3048,0.8647,0.6706,0.607,10.5105,10.9214,1.38,5.6912,19.849,17.5952,23.179
10/21/2024,5853.98,20361.466,3160.23,4941.22,7536.23,346.62,7340.56,1.0815,150.83,1.2984,0.8661,0.6658,0.6029,10.5541,10.9439,1.3831,5.6939,19.967,17.6011,23.35
10/22/2024,5851.2,20383.645,3139.31,4939.31,7535.1,342.09,7363,1.0797,151.06,1.2983,0.8653,0.6681,0.6042,10.5359,10.9113,1.3816,5.6894,19.948,17.5324,23.338
10/23/2024,5797.42,20066.956,3122.46,4922.55,7497.48,346.27,7478.23,1.0781,152.75,1.292,0.8663,0.6633,0.6004,10.5808,10.9838,1.3836,5.6884,19.826,17.755,23.402
10/24/2024,5809.86,20232.872,3127.72,4935.45,7503.28,342.88,7359.14,1.0827,151.82,1.2972,0.8656,0.664,0.6014,10.5513,10.9324,1.3854,5.6643,19.792,17.6525,23.256
10/25/2024,5808.12,20352.015,3107.51,4943.09,7497.54,343.37,7385.26,1.0793,152.3,1.2959,0.8665,0.6603,0.5977,10.6144,10.963,1.3891,5.7073,19.95,17.6464,23.405
10/28/2024,5823.52,20351.068,3138.83,4969.83,7556.94,347.27,7391.22,1.0812,153.28,1.2971,0.8652,0.6583,0.598,10.6419,10.991,1.3889,5.7096,20.023,17.6773,23.441
10/29/2024,5832.92,20550.653,3142.13,4950.02,7511.11,348.28,7417.53,1.0818,153.35,1.3015,0.867,0.656,0.5972,10.6343,10.9537,1.3914,5.7604,20.048,17.6466,23.426
10/30/2024,5813.67,20387.7,3138.39,4885.75,7428.36,345,7286.5,1.0855,153.41,1.2962,0.8666,0.6571,0.5972,10.6651,10.949,1.3903,5.763,20.143,17.6463,23.358
10/31/2024,5705.45,19890.415,3098.00,4827.63,7350.37,339.32,7264.11,1.0883,152.03,1.2898,0.8636,0.6581,0.5976,10.6384,10.9922,1.3933,5.7867,20.012,17.5589,23.246
11/1/2024,5728.8,20033.142,3102.85,4877.75,7409.11,337.49,7342.66,1.0834,152.98,1.2926,0.8699,0.6559,0.5963,10.7391,11.0261,1.395,5.8681,20.267,17.6325,23.374
11/4/2024,5712.69,19963.602,3111.80,4852.1,7371.71,343.6,7367.65,1.0877,152.13,1.2957,0.864,0.6584,0.5972,10.7146,10.991,1.3901,5.7916,20.091,17.5038,23.268
11/5/2024,5782.76,20227.456,3155.95,4870.33,7407.15,341.47,7556.62,1.093,151.6,1.3041,0.8629,0.6635,0.6003,10.6925,10.9335,1.3823,5.7508,20.097,17.3697,23.136
11/6/2024,5929.04,20781.334,3286.71,4800.63,7369.61,340.61,7363.47,1.0728,154.63,1.2878,0.8763,0.6568,0.5938,10.8432,11.0739,1.3938,5.6793,20.08,17.6015,23.603
11/7/2024,5973.1,21101.566,3281.39,4851.96,7425.6,340.87,7546.95,1.0804,152.93,1.2986,0.8725,0.6678,0.6024,10.6716,10.8581,1.3861,5.6923,19.795,17.2966,23.361
11/8/2024,5995.54,21117.179,3297.36,4802.76,7338.67,339.71,7461.44,1.0718,152.63,1.2921,0.8753,0.658,0.5967,10.817,10.9976,1.3908,5.7376,20.1711,17.5888,23.536
11/11/2024,6001.35,21106.591,3325.88,4854.03,7426.88,334.64,7355.57,1.0654,153.71,1.2869,0.8805,0.6574,0.5963,10.8372,11.0255,1.3924,5.7559,20.334,17.9116,23.755
11/12/2024,5983.99,21070.793,3292.33,4744.69,7226.98,327.31,7127.14,1.0623,154.6,1.2747,0.8815,0.6533,0.5925,10.89,11.0547,1.3944,5.749,20.581,18.0927,23.871
11/13/2024,5985.38,21036.164,3274.73,4740.34,7216.83,318.84,7130.93,1.0563,155.45,1.2703,0.8859,0.6485,0.5879,10.9747,11.135,1.3996,5.8061,20.492,18.2265,23.898
11/14/2024,5949.17,20896.673,3243.12,4833.53,7311.8,317.7,6973.08,1.053,156.25,1.2665,0.8901,0.6452,0.5849,10.9838,11.1389,1.4057,5.789,20.402,18.2495,24.004
11/15/2024,5870.62,20394.133,3207.52,4794.85,7269.63,320.53,6980.06,1.0541,154.34,1.2617,0.888,0.6461,0.5862,10.9637,11.0705,1.4088,5.7947,20.301,18.19,23.954
11/18/2024,5893.62,20539.192,3213.60,4790.33,7278.23,328.44,7057.1,1.0599,154.65,1.2676,0.883,0.6507,0.5892,10.8995,10.9942,1.4014,5.7473,20.202,17.9294,23.837
11/19/2024,5916.98,20684.593,3216.44,4751.23,7229.64,328.11,7082.21,1.0595,154.65,1.2682,0.8822,0.6531,0.5912,10.9133,10.9641,1.3953,5.7694,20.095,18.0386,23.839
11/20/2024,5917.11,20667.104,3233.23,4729.71,7198.45,329.02,7090.86,1.0543,155.43,1.265,0.8839,0.6503,0.5875,11.0162,11.0426,1.3972,5.7725,20.255,18.1186,23.954
11/21/2024,5948.71,20740.781,3286.84,4755.83,7213.32,329.49,7034.89,1.0473,154.51,1.2586,0.8865,0.6511,0.5859,11.0592,11.0697,1.397,5.8144,20.403,18.0956,24.177
11/22/2024,5969.34,20776.23,3341.77,4789.08,7255.01,332.36,6887.05,1.0417,154.74,1.2531,0.8937,0.6501,0.5833,11.0222,11.0705,1.398,5.801,20.401,18.102,24.303
11/25/2024,5987.37,20804.893,3390.26,4799.87,7257.47,336.63,6862.2,1.0494,154.21,1.2567,0.8859,0.6502,0.5845,10.976,11.0577,1.3986,5.7983,20.28,18.0314,24.077
11/26/2024,6021.63,20922.898,3375.28,4761.99,7194.51,335.6,6851.56,1.0486,153.1,1.2568,0.8862,0.6472,0.5834,10.9836,11.1467,1.4052,5.8095,20.626,18.1688,24.075
11/27/2024,5998.74,20744.488,3363.92,4733.15,7143.03,332.32,7027.4,1.0564,151.1,1.2678,0.8817,0.6495,0.5894,10.9092,11.0271,1.4028,5.9377,20.58,18.1722,23.887
11/28/2024,5998.74,20744.488,3363.92,4758.65,7179.25,331.45,6924.51,1.0553,151.54,1.2687,0.8828,0.6499,0.5888,10.9159,11.0483,1.4011,6.0142,20.41,18.0773,23.918
11/29/2024,6032.38,20930.366,3366.18,4804.4,7235.11,325.45,6946.68,1.0575,149.75,1.2737,0.8809,0.651,0.5915,10.8844,11.0181,1.4002,5.973,20.361,18.0503,23.85
12/2/2024,6047.15,21164.596,3357.30,4846.73,7236.89,325.34,7009.05,1.0497,149.59,1.2655,0.8867,0.6471,0.5886,10.9876,11.0891,1.4044,6.058,20.377,18.1197,24.019
12/3/2024,6049.88,21229.317,3347.44,4878.51,7255.42,331.44,7072.13,1.0509,149.59,1.267,0.8863,0.6483,0.5881,11.0039,11.0478,1.4068,6.044,20.3,18.0869,23.923
12/4/2024,6086.49,21492.362,3356.97,4919.02,7303.28,326.59,7085,1.051,150.6,1.2702,0.8841,0.6428,0.585,10.9227,11.0513,1.4073,6.0409,20.277,18.1443,23.917
12/5/2024,6075.11,21425.223,3328.85,4951.58,7330.54,323.87,7014.13,1.0586,150.08,1.2758,0.8785,0.645,0.5884,10.8471,11.0298,1.4022,6.0113,20.18,17.9997,23.662
12/6/2024,6090.27,21622.254,3331.37,4977.78,7426.88,322.07,7136.55,1.0568,150.03,1.2742,0.8784,0.6389,0.5827,10.9319,11.1455,1.4155,6.0894,20.187,18.033,23.713
12/9/2024,6052.85,21440.82,3314.30,4985.46,7480.14,313.74,7360.67,1.0552,151.19,1.2749,0.8786,0.6437,0.5863,10.9091,11.1185,1.4171,6.0788,20.224,17.7733,23.752
12/10/2024,6034.91,21368.181,3291.82,4951.74,7394.78,320.79,7306.16,1.0526,151.95,1.2768,0.8825,0.6375,0.5799,10.9616,11.147,1.4178,6.045,20.147,17.8034,23.809
12/11/2024,6084.19,21763.984,3313.03,4959.35,7423.4,323.86,7249.38,1.0494,152.45,1.275,0.8842,0.6368,0.5784,10.9634,11.1423,1.4157,5.9543,20.11,17.6944,23.863
12/12/2024,6051.25,21615.273,3294.36,4965.53,7420.94,329.04,7360.1,1.0467,152.62,1.267,0.892,0.6367,0.5769,11.0119,11.1585,1.422,5.9915,20.206,17.7889,23.913
12/13/2024,6051.09,21780.254,3277.20,4967.95,7409.57,330.49,7186.59,1.0502,153.64,1.2618,0.8926,0.6361,0.5761,10.9639,11.127,1.4229,6.0419,20.1216,17.8575,23.788
12/16/2024,6074.08,22096.657,3274.95,4947.03,7357.08,329.61,7132.69,1.051,154.15,1.2681,0.894,0.637,0.5781,10.8745,11.1429,1.4242,6.1479,20.123,17.8389,23.792
12/17/2024,6050.61,22001.084,3237.00,4942.58,7365.7,325.25,7105.44,1.0489,153.48,1.271,0.8926,0.6336,0.5751,10.9572,11.1934,1.431,6.1048,20.167,18.0766,23.89
12/18/2024,5872.16,21209.315,3112.54,4957.28,7384.62,329.72,7180.79,1.0352,154.8,1.2573,0.9007,0.6217,0.5623,11.1267,11.3836,1.4447,6.2896,20.35,18.3232,24.257
12/19/2024,5867.08,21110.506,3105.74,4879,7294.37,322.38,7152.13,1.0362,157.43,1.2499,0.8986,0.6236,0.563,11.0238,11.4263,1.4397,6.1525,20.29,18.3846,24.245
12/20/2024,5930.85,21289.154,3124.28,4862.28,7274.48,318.33,7143.88,1.0429,156.41,1.2569,0.893,0.625,0.5651,11.0121,11.2787,1.4368,6.0853,20.051,18.2975,24.063
12/23/2024,5974.07,21503.171,3134.42,4852.93,7272.32,322.98,7213.85,1.0405,157.16,1.2533,0.8985,0.6246,0.5648,11.0335,11.3486,1.4368,6.1939,20.1679,18.5487,24.136
12/24/2024,6040.04,21797.651,3157.94,4857.86,7282.69,323.39,7303.92,1.0397,157.18,1.2542,0.9003,0.6236,0.5651,11.0716,11.3122,1.436,6.1906,20.15,18.6543,24.185
12/25/2024,6040.04,21797.651,3157.94,4857.86,7282.69,323.39,7303.92,1.0404,157.4,1.2553,0.8989,0.6237,0.5644,11.0698,11.307,1.4364,6.1906,20.149,18.661,24.195
12/26/2024,6037.59,21768.312,3168.15,4857.86,7282.69,321.45,7303.92,1.0422,158,1.2525,0.8987,0.622,0.5623,11.037,11.3802,1.4407,6.1828,20.236,18.8125,24.084
12/27/2024,5970.84,21473.015,3138.61,4898.88,7355.37,319.03,7305.36,1.0427,157.82,1.2579,0.9017,0.6215,0.5632,10.9802,11.3335,1.4407,6.1964,20.313,18.6788,24.146
12/30/2024,5906.94,21197.089,3117.08,4869.28,7313.56,317.82,7280.48,1.0407,156.83,1.2551,0.9037,0.6218,0.5639,11.0171,11.3226,1.4353,6.1778,20.637,18.7765,24.165
12/31/2024,5881.63,21012.174,3120.94,4895.98,7380.74,317.82,7289.89,1.0353,157.18,1.2511,0.9072,0.6187,0.5593,11.0551,11.3657,1.438,6.1778,20.8197,18.8506,24.324
1/1/2025,5881.63,21012.174,3120.94,4895.98,7380.74,317.82,7289.89,1.0355,156.87,1.2517,0.9071,0.619,0.5595,11.0599,11.357,1.4385,6.184,20.836,18.7597,24.314
1/2/2025,5868.55,20975.624,3114.26,4917.88,7393.76,317.77,7090.56,1.0265,157.52,1.238,0.9122,0.6203,0.5594,11.1505,11.387,1.44,6.1519,20.58,18.707,24.478
1/3/2025,5942.47,21326.157,3152.14,4871.45,7282.22,324,7159.28,1.0308,157.27,1.242,0.9082,0.6212,0.5611,11.103,11.3554,1.4447,6.1798,20.619,18.7372,24.368
1/6/2025,5975.38,21559.5,3156.37,4986.64,7445.69,331.52,7135.48,1.039,157.6,1.2517,0.9046,0.6243,0.5642,11.0432,11.2886,1.4329,6.1152,20.3,18.5622,24.19
1/7/2025,5909.03,21173.043,3137.11,5011.82,7489.35,330.89,7049.71,1.0339,158.02,1.2473,0.9092,0.6229,0.5634,11.1151,11.3319,1.4367,6.101,20.31,18.6744,24.283
1/8/2025,5918.25,21180.965,3143.31,4996.39,7452.42,334.95,6990.65,1.0318,158.35,1.2362,0.9108,0.6215,0.5608,11.1464,11.3988,1.4372,6.1055,20.37,18.8896,24.324
1/9/2025,5918.25,21180.965,3143.31,5017.91,7490.28,335.4,6978.97,1.0298,158.14,1.2304,0.9119,0.6193,0.5599,11.1538,11.3944,1.4394,6.0364,20.48,18.9194,24.332
1/10/2025,5827.04,20847.582,3099.47,4977.26,7431.04,334.55,6898.15,1.0244,157.69,1.2204,0.9164,0.6145,0.5556,11.2059,11.4609,1.4422,6.1053,20.703,19.0945,24.472
1/13/2025,5836.22,20784.724,3124.47,4954.21,7408.64,330.31,6843.71,1.0244,157.47,1.22,0.9165,0.6177,0.5583,11.2445,11.4276,1.4378,6.0944,20.65,19.0445,24.601
1/14/2025,5842.91,20757.41,3161.30,4980.47,7423.67,330.74,6987.36,1.0307,157.96,1.2215,0.912,0.6192,0.5604,11.1568,11.355,1.4348,6.0559,20.506,18.9033,24.492
