Date,UST 2Y,UST 5Y,UST 10Y,UST 30Y,US 1Y1Y,US 2Y1Y,US 3Y1Y,US 4Y1Y,US 5Y1Y,US 10Y1Y,US 1Y1Y,US 2Y2Y,US 5Y5Y,DE 2Y,DE 5Y,DE 10Y,DE 30Y,EU 1Y1Y,EU 2Y1Y,EU 2Y2Y,EU 5Y5Y
10/7/2024,4.004,3.869,4.026,4.304,3.43,3.363,3.351,3.397,3.471,3.74,3.422,3.35,3.566,2.237,2.114,2.25,2.532,1.974,2.077,2.123,2.482
10/8/2024,3.979,3.865,4.035,4.325,3.4,3.347,3.334,3.388,3.465,3.74,3.383,3.328,3.558,2.23,2.106,2.247,2.541,1.938,2.048,2.097,2.487
10/9/2024,4.017,3.906,4.067,4.338,3.473,3.414,3.41,3.452,3.523,3.78,3.47,3.404,3.61,2.258,2.127,2.256,2.543,1.985,2.086,2.125,2.501
10/10/2024,3.999,3.919,4.094,4.385,3.408,3.378,3.394,3.459,3.536,3.817,3.389,3.382,3.623,2.233,2.112,2.253,2.544,1.939,2.054,2.116,2.507
10/11/2024,3.941,3.879,4.073,4.382,3.394,3.386,3.42,3.495,3.563,3.867,3.388,3.401,3.682,2.26,2.135,2.275,2.563,1.902,2.021,2.091,2.486
10/14/2024,3.941,3.879,4.073,4.382,3.394,3.386,3.42,3.495,3.563,3.867,3.388,3.401,3.682,2.26,2.14,2.275,2.562,1.933,2.041,2.091,2.482
10/15/2024,3.956,3.861,4.038,4.328,3.374,3.342,3.352,3.413,3.489,3.766,3.365,3.346,3.589,2.214,2.088,2.228,2.521,1.871,1.983,2.033,2.434
10/16/2024,3.935,3.842,4.016,4.299,3.361,3.333,3.353,3.403,3.485,3.757,3.361,3.329,3.574,2.165,2.034,2.176,2.47,1.812,1.928,1.989,2.405
10/17/2024,3.987,3.908,4.096,4.394,3.411,3.391,3.42,3.482,3.57,3.851,3.394,3.396,3.669,2.142,2.044,2.203,2.518,1.783,1.922,1.99,2.436
10/18/2024,3.955,3.878,4.075,4.382,3.385,3.373,3.411,3.482,3.567,3.862,3.384,3.382,3.677,2.105,2.02,2.184,2.503,1.745,1.879,1.95,2.399
10/21/2024,4.025,3.976,4.182,4.486,3.49,3.489,3.535,3.614,3.692,3.976,3.485,3.515,3.792,2.178,2.109,2.279,2.592,1.839,1.984,2.042,2.485
10/22/2024,4.037,4.005,4.206,4.494,3.512,3.52,3.556,3.623,3.697,3.949,3.508,3.533,3.788,2.199,2.144,2.317,2.628,1.844,1.994,2.103,2.485
10/23/2024,4.086,4.057,4.242,4.515,3.575,3.587,3.612,3.667,3.731,3.967,3.572,3.592,3.81,2.136,2.119,2.313,2.64,1.822,1.995,2.062,2.508
10/24/2024,4.066,4.021,4.202,4.467,3.561,3.564,3.575,3.62,3.689,3.926,3.551,3.559,3.765,2.097,2.067,2.255,2.578,1.79,1.964,2.026,2.454
10/25/2024,4.098,4.052,4.232,4.499,3.598,3.593,3.605,3.645,3.718,3.951,3.593,3.594,3.792,2.146,2.114,2.29,2.596,1.825,1.997,2.052,2.458
10/28/2024,4.142,4.108,4.278,4.53,3.644,3.647,3.636,3.678,3.746,3.988,3.642,3.636,3.807,2.13,2.101,2.285,2.595,1.788,1.965,2.026,2.444
10/29/2024,4.119,4.104,4.274,4.519,3.593,3.603,3.605,3.651,3.718,3.96,3.575,3.596,3.802,2.168,2.153,2.333,2.628,1.823,1.995,2.049,2.431
10/30/2024,4.154,4.125,4.264,4.479,3.698,3.7,3.667,3.699,3.741,3.94,3.7,3.676,3.798,2.283,2.244,2.375,2.615,1.972,2.119,2.148,2.443
10/31/2024,4.166,4.155,4.284,4.475,3.691,3.681,3.663,3.67,3.704,3.875,3.687,3.662,3.745,2.316,2.267,2.391,2.603,1.97,2.103,2.131,2.406
11/1/2024,4.203,4.213,4.363,4.559,3.747,3.753,3.743,3.774,3.823,4.008,3.714,3.741,3.897,2.277,2.256,2.405,2.63,1.958,2.098,2.124,2.427
11/4/2024,4.176,4.167,4.309,4.495,3.703,3.683,3.639,3.651,3.706,3.893,3.69,3.647,3.757,2.291,2.254,2.39,2.583,1.998,2.13,2.154,2.422
11/5/2024,4.203,4.172,4.291,4.45,3.732,3.679,3.646,3.657,3.683,3.852,3.713,3.647,3.703,2.333,2.295,2.431,2.617,2.038,2.174,2.2,2.434
11/6/2024,4.268,4.272,4.426,4.6,3.86,3.832,3.809,3.834,3.888,4.055,3.85,3.815,3.931,2.185,2.2,2.393,2.635,1.879,2.042,2.094,2.415
11/7/2024,4.22,4.191,4.343,4.544,3.769,3.732,3.697,3.718,3.779,3.995,3.772,3.711,3.853,2.215,2.256,2.441,2.698,1.899,2.074,2.103,2.436
11/8/2024,4.254,4.193,4.308,4.479,3.833,3.757,3.7,3.689,3.736,3.944,3.829,3.721,3.792,2.188,2.202,2.366,2.605,1.834,2.002,2.07,2.333
11/11/2024,4.254,4.193,4.308,4.479,3.833,3.757,3.7,3.689,3.736,3.944,3.829,3.721,3.792,2.134,2.152,2.325,2.561,1.796,1.96,2.007,2.303
11/12/2024,4.344,4.315,4.433,4.577,3.945,3.864,3.812,3.807,3.837,3.993,3.933,3.83,3.868,2.129,2.174,2.352,2.56,1.83,2.016,2.082,2.376
11/13/2024,4.284,4.301,4.451,4.636,3.892,3.86,3.822,3.833,3.877,4.072,3.898,3.833,3.924,2.153,2.212,2.387,2.586,1.818,2.04,2.105,2.376
11/14/2024,4.294,4.292,4.42,4.583,3.963,3.897,3.826,3.806,3.847,4.019,3.944,3.843,3.88,2.103,2.158,2.343,2.563,1.748,1.937,1.995,2.307
11/15/2024,4.301,4.296,4.426,4.599,3.913,3.859,3.817,3.825,3.861,4.047,3.903,3.829,3.909,2.12,2.17,2.349,2.57,1.776,1.948,1.991,2.301
11/18/2024,4.284,4.275,4.414,4.606,3.879,3.826,3.782,3.79,3.828,4.029,3.869,3.798,3.889,2.168,2.201,2.372,2.576,1.828,1.984,2.018,2.312
11/19/2024,4.272,4.248,4.379,4.566,3.874,3.807,3.766,3.776,3.817,4.013,3.867,3.783,3.879,2.141,2.171,2.339,2.547,1.83,1.99,2.032,2.343
11/20/2024,4.308,4.273,4.406,4.592,3.917,3.831,3.779,3.778,3.825,4.013,3.901,3.795,3.871,2.126,2.169,2.342,2.547,1.844,2.009,2.054,2.361
11/21/2024,4.349,4.304,4.432,4.621,3.945,3.858,3.789,3.774,3.824,4.005,3.937,3.821,3.874,2.103,2.138,2.313,2.535,1.818,1.982,2.03,2.352
11/22/2024,4.369,4.298,4.41,4.595,3.972,3.853,3.773,3.755,3.797,3.996,3.955,3.794,3.84,2.01,2.072,2.254,2.5,-0.859,3.74,3.328,2.301
11/25/2024,4.271,4.172,4.263,4.447,3.842,3.719,3.644,3.628,3.679,3.894,3.841,3.674,3.733,2.011,2.041,2.204,2.44,1.729,1.895,1.937,2.248
11/26/2024,4.254,4.192,4.302,4.48,3.859,3.743,3.706,3.7,3.724,3.913,3.854,3.715,3.799,2.035,2.045,2.199,2.424,1.733,1.894,1.935,2.249
11/27/2024,4.213,4.115,4.242,4.428,3.819,3.688,3.628,3.631,3.679,3.894,3.803,3.657,3.742,2.04,2.018,2.167,2.376,1.741,1.873,1.912,2.216
11/28/2024,4.213,4.115,4.242,4.428,3.819,3.688,3.628,3.631,3.679,3.894,3.803,3.657,3.742,2.003,1.973,2.126,2.349,1.697,1.823,1.863,2.196
11/29/2024,4.174,4.076,4.194,4.375,3.757,3.625,3.512,3.474,3.602,3.825,3.729,3.578,3.664,1.956,1.926,2.088,2.322,1.623,1.756,1.814,2.154
12/2/2024,4.198,4.093,4.194,4.358,3.77,3.638,3.582,3.584,3.605,3.812,3.765,3.591,3.657,1.897,1.869,2.034,2.27,1.562,1.7,1.764,2.108
12/3/2024,4.171,4.104,4.221,4.393,3.782,3.677,3.609,3.601,3.647,3.864,3.776,3.635,3.695,1.946,1.903,2.057,2.279,1.587,1.702,1.759,2.072
12/4/2024,4.121,4.064,4.182,4.349,3.718,3.635,3.581,3.574,3.607,3.802,3.7,3.597,3.65,1.953,1.913,2.055,2.281,1.612,1.718,1.777,2.068
12/5/2024,4.146,4.078,4.182,4.337,3.735,3.634,3.57,3.559,3.589,3.775,3.728,3.601,3.639,2.015,1.978,2.104,2.303,1.706,1.803,1.832,2.102
12/6/2024,4.098,4.036,4.153,4.331,3.692,3.597,3.522,3.515,3.562,3.775,3.698,3.564,3.641,2.016,1.979,2.115,2.321,1.682,1.774,1.81,2.103
12/9/2024,4.127,4.07,4.199,4.39,3.731,3.639,3.574,3.574,3.619,3.836,3.722,3.595,3.679,2.002,1.974,2.119,2.341,1.677,1.773,1.808,2.119
12/10/2024,4.149,4.097,4.221,4.407,3.757,3.661,3.601,3.595,3.637,3.855,3.748,3.616,3.694,1.971,1.956,2.119,2.349,1.65,1.762,1.797,2.142
12/11/2024,4.157,4.133,4.271,4.478,3.792,3.722,3.659,3.656,3.694,3.917,3.783,3.679,3.754,1.964,1.963,2.132,2.385,1.638,1.754,1.806,2.161
12/12/2024,4.186,4.176,4.324,4.548,3.851,3.787,3.731,3.729,3.766,3.982,3.835,3.741,3.814,2.011,2.021,2.19,2.431,1.726,1.834,1.894,2.224
12/13/2024,4.241,4.248,4.399,4.614,3.91,3.852,3.792,3.787,3.824,4.008,3.887,3.809,3.871,2.057,2.075,2.247,2.474,1.796,1.906,1.957,2.267
12/16/2024,4.249,4.253,4.399,4.61,3.93,3.871,3.813,3.801,3.836,4.022,3.921,3.831,3.88,2.051,2.068,2.245,2.482,1.766,1.878,1.923,2.242
12/17/2024,4.241,4.248,4.385,4.579,3.926,3.873,3.822,3.813,3.837,4,3.925,3.846,3.88,2.053,2.068,2.232,2.455,1.782,1.902,1.934,2.219
12/18/2024,4.355,4.383,4.498,4.66,4.09,4.031,3.972,3.946,3.945,4.085,4.087,3.993,3.955,2.036,2.065,2.24,2.473,1.759,1.895,1.941,2.253
12/19/2024,4.319,4.428,4.57,4.741,4.057,4.049,4.043,4.033,4.03,4.152,4.055,4.034,4.041,2.057,2.117,2.306,2.535,1.822,1.981,2.183,2.338
12/20/2024,4.312,4.379,4.524,4.716,4.045,4.015,3.982,3.972,3.996,4.129,4.028,3.986,4.003,2.04,2.089,2.286,2.519,1.782,1.944,2.002,2.324
12/23/2024,4.349,4.445,4.599,4.785,4.08,4.069,4.047,4.052,4.078,4.217,4.076,4.051,4.092,2.073,2.138,2.329,2.557,1.805,1.975,2.07,2.369
12/24/2024,4.33,4.433,4.587,4.76,4.074,4.071,4.051,4.049,4.072,4.18,4.038,4.063,4.088,2.067,2.132,2.325,2.552,1.826,2.003,2.052,2.369
12/26/2024,4.332,4.433,4.579,4.762,4.067,4.054,4.031,4.038,4.073,4.204,4.056,4.034,4.095,2.067,2.132,2.325,2.552,1.826,2.003,2.052,2.369
12/27/2024,4.326,4.456,4.619,4.81,4.08,4.101,4.088,4.103,4.142,4.266,4.071,4.079,4.159,2.103,2.187,2.391,2.624,1.871,2.052,2.13,2.432
12/30/2024,4.254,4.37,4.545,4.764,3.977,3.987,3.97,3.982,4.03,4.187,3.967,3.966,4.066,2.09,2.155,2.361,2.591,1.833,2.002,2.06,2.399
12/31/2024,4.252,4.391,4.577,4.783,3.991,4.019,3.975,4.006,4.063,4.222,3.972,3.994,4.102,2.087,2.149,2.364,2.598,1.835,2.003,2.059,2.399
1/2/2025,4.248,4.38,4.575,4.798,3.986,3.995,4,4.014,4.05,4.206,3.972,3.983,4.085,2.095,2.16,2.367,2.612,1.861,2.015,2.057,2.409
1/3/2025,4.279,4.41,4.595,4.815,4.038,4.049,4.035,4.055,4.077,4.234,4.033,4.029,4.116,2.174,2.235,2.427,2.656,1.937,2.076,2.112,2.444
1/6/2025,4.27,4.421,4.616,4.838,4.043,4.086,4.102,4.11,4.137,4.291,4.049,4.09,4.173,2.202,2.267,2.449,2.668,1.974,2.108,2.153,2.452
1/7/2025,4.295,4.467,4.685,4.912,4.068,4.123,4.151,4.179,4.212,4.376,4.059,4.13,4.25,2.206,2.285,2.486,2.721,1.962,2.114,2.169,2.523
1/8/2025,4.291,4.467,4.693,4.932,4.047,4.121,4.165,4.205,4.227,4.4,4.05,4.224,4.165,2.202,2.301,2.524,2.771,1.978,2.144,2.209,2.58
1/9/2025,4.262,4.449,4.681,4.92,4.023,4.112,4.161,4.207,4.236,4.395,3.992,4.147,4.269,2.229,2.322,2.531,2.773,2.021,2.179,2.234,2.578
1/10/2025,4.396,4.592,4.774,4.964,4.197,4.265,4.273,4.276,4.284,4.372,4.185,4.254,4.291,2.279,2.375,2.568,2.79,2.074,2.232,2.287,2.576
1/13/2025,4.402,4.617,4.805,4.987,4.212,4.301,4.331,4.341,4.33,4.4,4.197,4.293,4.317,2.293,2.397,2.592,2.811,2.096,2.259,2.311,2.601
1/14/2025,4.365,4.59,4.788,4.985,4.2,4.301,4.333,4.352,4.357,4.426,4.189,4.305,4.359,2.316,2.425,2.622,2.852,2.15,2.32,2.358,2.661
1/15/2025,4.264,4.444,4.653,4.878,4.05,4.116,4.16,4.182,4.209,4.346,4.039,4.12,4.235,2.255,2.329,2.528,2.778,2.033,2.179,2.226,2.543
1/16/2025,4.2995,4.4704,4.6695,4.8931,4.091,4.147,4.177,4.205,4.223,4.362,4.082,4.154,4.253,2.259,2.353,2.558,2.819,2.053,2.207,2.25,2.564
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
